Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A126,A127,A128,A129,A130,A131,A17,A18,A19,A20,A21,A22,A23,A132,A133,A134,A135,A136,A137,A138,A139,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A140,A141,A142,A143,A144,A145,A146,A147,A148,A124,A125,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2019,10,East of England,Y61,East of England,111345,74729,707198,9,1,30,58,114,326,161,2282,73911,7792,5171,43811,10713,2027,3812132,489,901,3757934,727,1323,77330349,1765,3606,67670795,6317,15999,12368066,6102,15330,.,.,.,.,.,.,4680,88,3475,1078,28,1089,845,.,.,.,.,.,.,.,.,42476,2761,23994,69231,17688,12438,11552,8252,69917,48970,23201,12203,3802,2173,27,16894,626,1280,0,0,.,.,7765,3795238,489,900,2303,4266516,1853,3586,574,968436,1687,3623,40934,72095397,1761,3606,409,3221348,7876,18660,150,1114475,7430,19330,1741,22498881,12923,29984,145,1762378,12154,30281,638,176776,277,465,7366,298728,41,76,159,326327,2052,4230,133,.,.,.,.,.,.,.,.,.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,10,North West,Y62,North West,134676,112639,1035728,9,1,32,64,120,170,14706,575,98904,10615,7646,52552,17360,2833,4782888,451,763,4761058,623,1075,82891800,1577,3355,85819994,4944,11820,15483966,5466,12030,.,.,.,.,.,.,7249,685,4394,839,302,1868,197,.,.,.,.,.,.,.,.,59161,5631,26863,91655,21585,17759,15481,12870,67999,55893,25034,18586,3637,3046,131,71205,544,816,51,31138,611,1182,10433,4680545,449,760,5237,9123022,1742,3521,2030,3622177,1784,3779,45285,70146601,1549,3317,3600,26201526,7278,16620,1838,9868155,5369,12419,1360,10957039,8057,16743,922,9315283,10103,21702,.,.,.,.,5338,197947,37,72,84,104501,1244,3015,71,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,10,North East and Yorkshire,Y63,North East and Yorkshire,151021,101187,463600,5,1,5,23,66,482,2871,1806,107495,9223,6442,61776,18243,1033,3932283,426,730,3341087,519,930,94066438,1523,3139,80507327,4413,10785,4586246,4440,10493,.,.,.,.,.,.,6670,647,1816,7637,453,3754,1968,.,.,.,.,.,.,.,.,63500,10440,26885,100825,17172,13691,11676,9488,81133,66504,27790,19287,1649,1185,335,161366,482,895,116,47435,409,765,8772,3723482,424,726,6849,11374898,1661,3345,1244,1991130,1601,3569,53683,80700410,1503,3103,3159,15974999,5057,10218,1828,8544473,4674,9923,2408,17495016,7265,15305,1288,6866609,5331,12295,240,98471,410,634,5516,177095,32,58,63,70788,1124,2249,51,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Eng,Eng,England,1076762,794516,6651129,8,1,25,49,106,2997,21560,8468,744069,63227,43261,417351,153839,12438,28291935,447,789,28795789,666,1246,647643406,1552,3198,763872192,4965,11846,72144526,5800,13642,.,.,.,.,.,.,49565,4170,15419,18044,4868,25108,6580,.,.,.,.,.,.,.,.,433202,40812,220490,694504,133289,102609,90580,70881,576821,454397,259696,166777,19550,13264,1003,535111,534,893,484,249126,515,992,61740,27507698,446,786,34797,53103040,1526,3015,9451,14940235,1581,3468,373103,579600131,1553,3209,17202,107329383,6239,13663,6597,39837117,6039,13957,12729,116392834,9144,19530,3134,26640561,8500,19652,3212,974066,303,517,39245,1683233,43,82,872,1599948,1835,3821,767,.,.,.,.,.,.,.,.,.,.,.,568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,2561,1311,8956,7,1,4,27,106,13,0,3,2006,102,69,942,626,61,59639,585,1066,49806,722,1350,1307270,1388,3127,2495802,3987,9566,323979,5311,15380,.,.,.,.,.,.,146,0,16,17,4,126,3,.,.,.,.,.,.,.,.,1253,22,585,1860,150,128,97,84,1078,983,772,654,74,63,3,1528,509,656,0,0,.,.,99,58111,587,1071,100,154322,1543,3155,2,3037,1519,2715,840,1149911,1369,3125,95,467627,4922,9659,7,27945,3992,8467,11,122837,11167,21968,19,12494,658,1430,11,2782,253,390,77,3145,41,85,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,176428,142095,1566562,11,0,37,80,174,432,0,1402,107589,9871,7326,63134,20279,1831,3994997,405,673,5018577,685,1179,80237263,1271,2613,89003617,4389,10640,10899159,5953,13713,.,.,.,.,.,.,7694,193,959,2804,209,6333,0,.,.,.,.,.,.,.,.,65519,6543,27833,99895,26028,20233,19057,15094,95637,71514,33278,22928,2454,1947,35,17516,500,744,22,14687,668,1431,9814,3962794,404,672,4140,5353964,1293,2605,1075,1357065,1262,2763,57919,73526234,1269,2611,1559,10792595,6923,13661,320,2212658,6915,16350,1316,13897345,10560,18721,130,1462634,11251,22189,728,220242,303,518,4875,359711,74,155,125,338848,2711,6401,117,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,52466,36353,303250,8,1,19,30,79,246,2283,13,35882,3167,2158,21665,6029,357,1309748,414,718,1048879,486,851,48291656,2229,4478,45664424,7574,18330,2144020,6006,14132,.,.,.,.,.,.,2141,57,345,2654,114,1625,0,.,.,.,.,.,.,.,.,20809,3401,9531,33741,5873,4682,3905,3156,27614,23209,9084,6431,553,334,115,60359,525,899,82,41532,506,843,2970,1207857,407,705,3077,7373653,2396,4699,614,1377095,2243,4599,17974,39540908,2200,4432,1031,8392898,8141,15652,471,4615120,9799,20926,840,9191367,10942,21677,137,1733923,12656,33047,79,38618,489,847,1762,56091,32,64,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,140609,118943,1487557,13,1,49,78,127,218,16308,670,99491,10789,7696,53786,15298,3415,4826653,447,758,4898176,636,1099,99121207,1843,4033,94095193,6151,14647,19018822,5569,12578,.,.,.,.,.,.,8101,601,5237,806,411,1852,174,.,.,.,.,.,.,.,.,58996,5363,27031,91390,22441,18315,15849,13153,70866,57037,22232,16351,4434,3709,166,84764,511,859,51,23491,461,837,10572,4718398,446,757,5450,11151102,2046,4201,2043,4240717,2076,4877,46293,83729388,1809,3985,3483,28472764,8175,19783,1721,11463013,6661,15957,1356,11265736,8308,17440,872,9497094,10891,24415,.,.,.,.,5280,214880,41,86,73,123811,1696,3512,59,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,102003,58572,418932,7,1,15,45,127,263,417,1609,72412,5850,4193,41615,11182,425,2628530,449,766,2277116,543,983,57850018,1390,2940,37941905,3393,8339,1826230,4297,9488,.,.,.,.,.,.,5332,735,1819,5781,376,2402,2087,.,.,.,.,.,.,.,.,42636,6541,17903,67080,11360,9007,7890,6322,56309,45862,17359,12389,706,488,249,121736,489,813,42,20318,484,954,5559,2486476,447,763,4778,6591267,1380,2818,804,1047918,1303,2894,36033,50210833,1393,2959,1952,7565586,3876,8087,1255,5000571,3985,8883,1952,11322524,5800,13636,1186,6741823,5685,14281,173,57936,335,536,3732,140116,38,65,47,76276,1623,3238,35,.,.,.,.,.,.,.,.,.,.,.,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,95089,76338,290380,4,2,3,18,63,442,2168,0,66261,7502,5160,39538,10012,672,3625513,483,877,5302141,1028,2345,85587007,2165,4525,65555705,6548,15972,4458465,6635,14098,.,.,.,.,.,.,5553,1886,669,15,2295,703,37,.,.,.,.,.,.,.,.,40934,3231,16543,60708,13384,10514,9431,7447,52093,41657,14911,10798,844,627,0,0,.,.,9,6158,684,1118,7493,3619355,483,876,417,1093319,2622,4931,700,1464512,2092,4794,38421,83029176,2161,4510,6,29404,4901,8595,402,2820048,7015,17032,2286,15180684,6641,13735,204,1717375,8419,18202,326,91435,280,480,4525,184607,41,75,30,60065,2002,4212,24,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,122039,88922,382937,4,1,12,24,48,271,0,46,93969,6337,4021,48246,29509,1116,2696546,426,735,1952728,486,847,42048488,872,1626,106075422,3595,8212,5334204,4780,11903,.,.,.,.,.,.,3489,85,59,0,386,2959,2208,.,.,.,.,.,.,.,.,52396,5788,32296,90480,11845,8689,7333,5494,62524,50747,59790,30861,3040,1171,163,79070,485,766,100,44790,448,795,6074,2572686,424,733,6033,5134550,851,1583,1064,895249,841,1804,41149,36018689,875,1629,3064,17823282,5817,13493,592,3206528,5416,14088,1102,11332066,10283,22641,191,1616029,8461,20684,237,60389,255,462,3836,104449,27,54,100,82298,823,1511,92,.,.,.,.,.,.,.,.,.,.,.,277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,111664,74139,700204,9,1,31,57,109,372,107,2086,73818,7929,5229,44260,10385,1920,3993910,504,927,3964865,758,1359,84043172,1899,3847,72537058,6985,17787,13239538,6896,17627,.,.,.,.,.,.,4952,124,3763,1127,26,1039,847,.,.,.,.,.,.,.,.,42330,2157,24379,68866,17983,12654,11756,8398,70781,49391,22008,11799,3491,2051,16,8811,551,872,0,0,.,.,7913,3985099,504,927,2345,4743102,2023,3844,617,1125990,1825,3706,41298,78174080,1893,3851,407,3219670,7911,19946,121,967072,7992,20122,1541,20890829,13557,33242,110,1239672,11270,26977,574,157948,275,468,7442,306448,41,77,156,323406,2073,4131,126,.,.,.,.,.,.,.,.,.,.,.,107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,90097,69437,235548,3,1,1,10,70,266,84,1,64627,4093,2670,35613,17830,364,1878048,459,878,1511031,566,1089,44557329,1251,2385,115020376,6451,14564,2767138,7602,17180,.,.,.,.,.,.,4000,145,810,1079,287,2758,906,.,.,.,.,.,.,.,.,40111,648,19868,60627,8368,6177,5387,4024,47772,37748,32054,18661,638,379,160,106553,666,1127,100,63017,630,1402,3833,1708478,446,851,3083,3658792,1187,2210,1045,1317833,1261,2585,31485,39580704,1257,2393,1214,10168345,8376,17202,563,5023867,8923,18983,1084,12849288,11854,24226,167,1721461,10308,20517,448,132066,295,530,2856,132190,46,62,127,160222,1262,2292,123,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,72571,43130,286200,7,3,5,26,88,297,9,120,51816,2816,1759,25720,15540,891,1227195,436,798,963342,548,1058,29264178,1138,2330,54596892,3513,8364,4420064,4961,11363,.,.,.,.,.,.,3952,25,209,395,318,3400,308,.,.,.,.,.,.,.,.,27309,3586,16969,47864,5083,3954,3145,2470,34202,27729,23146,17320,1402,1021,55,33157,603,1131,44,15284,347,635,2717,1178754,434,796,2870,3264250,1137,2242,567,587706,1037,2178,22283,25412222,1140,2344,2409,10496896,4357,8949,763,2762220,3620,7920,294,2838896,9656,18147,57,417667,7327,17200,196,59446,303,530,2080,72301,35,71,85,207257,2438,4880,75,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,111235,85276,970603,11,3,38,58,98,177,184,2518,76198,4771,2980,42832,17149,1386,2051156,430,795,1809128,607,1132,75335818,1759,3689,80885798,4717,11444,7712907,5565,13439,.,.,.,.,.,.,4205,319,1533,3366,442,1911,10,.,.,.,.,.,.,.,.,40909,3532,27552,71993,10774,8256,6730,5239,57945,48520,25062,18585,1914,1474,41,21617,527,925,34,19849,584,1148,4696,2009690,428,790,2504,4584719,1831,3638,920,1523113,1656,3462,39408,69227986,1757,3700,1982,9900316,4995,10108,382,1738075,4550,10383,947,7501262,7921,16973,61,480389,7875,14533,440,153204,348,556,2780,109295,39,73,129,227765,1766,3841,116,.,.,.,.,.,.,.,.,.,.,.,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,London,Y56,London,176428,142095,1566562,11,0,37,80,174,432,0,1402,107589,9871,7326,63134,20279,1831,3994997,405,673,5018577,685,1179,80237263,1271,2613,89003617,4389,10640,10899159,5953,13713,.,.,.,.,.,.,7694,193,959,2804,209,6333,0,.,.,.,.,.,.,.,.,65519,6543,27833,99895,26028,20233,19057,15094,95637,71514,33278,22928,2454,1947,35,17516,500,744,22,14687,668,1431,9814,3962794,404,672,4140,5353964,1293,2605,1075,1357065,1262,2763,57919,73526234,1269,2611,1559,10792595,6923,13661,320,2212658,6915,16350,1316,13897345,10560,18721,130,1462634,11251,22189,728,220242,303,518,4875,359711,74,155,125,338848,2711,6401,117,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,South West,Y58,South West,111235,85276,970603,11,3,38,58,98,177,184,2518,76198,4771,2980,42832,17149,1386,2051156,430,795,1809128,607,1132,75335818,1759,3689,80885798,4717,11444,7712907,5565,13439,.,.,.,.,.,.,4205,319,1533,3366,442,1911,10,.,.,.,.,.,.,.,.,40909,3532,27552,71993,10774,8256,6730,5239,57945,48520,25062,18585,1914,1474,41,21617,527,925,34,19849,584,1148,4696,2009690,428,790,2504,4584719,1831,3638,920,1523113,1656,3462,39408,69227986,1757,3700,1982,9900316,4995,10108,382,1738075,4550,10383,947,7501262,7921,16973,61,480389,7875,14533,440,153204,348,556,2780,109295,39,73,129,227765,1766,3841,116,.,.,.,.,.,.,.,.,.,.,.,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,South East,Y59,South East,165229,113878,530704,5,2,3,16,77,576,93,124,118449,7011,4498,62275,33996,1316,3164882,451,849,2524179,561,1081,75128777,1206,2374,172113070,5063,11638,7511181,5708,13158,.,.,.,.,.,.,8098,170,1035,1491,609,6284,1217,.,.,.,.,.,.,.,.,68673,4256,37422,110351,13601,10259,8629,6578,83052,66460,55972,36635,2114,1463,218,141238,648,1122,144,78301,544,1168,6649,2945343,443,832,6053,7077364,1169,2241,1614,1908576,1183,2442,54608,66142837,1211,2384,3718,21132868,5684,11662,1333,7814032,5862,12595,1389,15811021,11383,22921,243,2151622,8854,18247,655,194294,297,528,5013,207636,41,66,212,367479,1733,3330,198,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Midlands,Y60,Midlands,217128,165260,673317,4,1,8,21,55,713,2168,46,160230,13839,9181,87784,39521,1788,6322059,457,812,7254869,790,1689,127635495,1454,2932,171631127,4343,10178,9792669,5477,12728,.,.,.,.,.,.,9042,1971,728,15,2681,3662,2245,.,.,.,.,.,.,.,.,93330,9019,48839,151188,25229,19203,16764,12941,114617,92404,74701,41659,3884,1798,163,79070,485,766,109,50948,467,822,13567,6192041,456,812,6450,6227869,966,1799,1764,2359761,1338,2991,79570,119047865,1496,3020,3070,17852686,5815,13483,994,6026576,6063,15279,3388,26512750,7825,16632,395,3333404,8439,19402,563,151824,270,472,8361,289056,35,65,130,142363,1095,2134,116,.,.,.,.,.,.,.,.,.,.,.,277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,East of England,Y61,East of England,111664,74139,700204,9,1,31,57,109,372,107,2086,73818,7929,5229,44260,10385,1920,3993910,504,927,3964865,758,1359,84043172,1899,3847,72537058,6985,17787,13239538,6896,17627,.,.,.,.,.,.,4952,124,3763,1127,26,1039,847,.,.,.,.,.,.,.,.,42330,2157,24379,68866,17983,12654,11756,8398,70781,49391,22008,11799,3491,2051,16,8811,551,872,0,0,.,.,7913,3985099,504,927,2345,4743102,2023,3844,617,1125990,1825,3706,41298,78174080,1893,3851,407,3219670,7911,19946,121,967072,7992,20122,1541,20890829,13557,33242,110,1239672,11270,26977,574,157948,275,468,7442,306448,41,77,156,323406,2073,4131,126,.,.,.,.,.,.,.,.,.,.,.,107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,North West,Y62,North West,140609,118943,1487557,13,1,49,78,127,218,16308,670,99491,10789,7696,53786,15298,3415,4826653,447,758,4898176,636,1099,99121207,1843,4033,94095193,6151,14647,19018822,5569,12578,.,.,.,.,.,.,8101,601,5237,806,411,1852,174,.,.,.,.,.,.,.,.,58996,5363,27031,91390,22441,18315,15849,13153,70866,57037,22232,16351,4434,3709,166,84764,511,859,51,23491,461,837,10572,4718398,446,757,5450,11151102,2046,4201,2043,4240717,2076,4877,46293,83729388,1809,3985,3483,28472764,8175,19783,1721,11463013,6661,15957,1356,11265736,8308,17440,872,9497094,10891,24415,.,.,.,.,5280,214880,41,86,73,123811,1696,3512,59,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,North East and Yorkshire,Y63,North East and Yorkshire,154469,94925,722182,8,1,17,39,109,509,2700,1622,108294,9017,6351,63280,17211,782,3938278,437,749,3325995,524,938,106141674,1677,3467,83606329,4858,11839,3970250,5077,11608,.,.,.,.,.,.,7473,792,2164,8435,490,4027,2087,.,.,.,.,.,.,.,.,63445,9942,27434,100821,17233,13689,11795,9478,83923,69071,26443,18820,1259,822,364,182095,500,840,124,61850,499,881,8529,3694333,433,743,7855,13964920,1778,3555,1418,2425013,1710,3632,54007,89751741,1662,3449,2983,15958484,5350,10702,1726,9615691,5571,12169,2792,20513891,7347,16055,1323,8475746,6406,16224,252,96554,383,633,5494,196207,36,65,47,76276,1623,3238,35,.,.,.,.,.,.,.,.,.,.,.,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Eng,Eng,England,1156701,845524,6446215,8,1,21,44,97,4299,22648,14295,790371,70459,48301,448012,147431,13022,31905778,453,796,32474430,672,1245,751526987,1677,3507,795826221,5398,13035,77040577,5916,13648,.,.,.,.,.,.,58834,4358,17628,18189,6704,30144,7014,.,.,.,.,.,.,.,.,451137,42211,238189,731537,148543,113850,101074,78575,622135,487449,250639,160008,19848,14091,960,537130,560,957,571,290793,509,989,68928,31077855,451,792,35106,56798971,1618,3249,10064,16592165,1649,3577,402842,678135851,1683,3528,17095,111923805,6547,14552,6604,39927136,6046,13688,11734,103775237,8844,18722,2980,25795088,8656,19735,3789,1201995,317,541,42090,1771333,42,79,864,1621252,1876,3784,744,.,.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y59,R1F,ISLE OF WIGHT NHS TRUST,2906,1548,14029,9,1,6,34,230,17,0,4,2169,131,86,1031,604,53,90425,690,1291,76383,888,1545,1884192,1828,3862,3133392,5188,12028,364292,6873,17198,.,.,.,.,.,.,233,2,39,26,12,180,12,.,.,.,.,.,.,.,.,1212,44,680,1936,191,163,125,108,1202,1096,724,629,65,54,4,2890,723,1193,0,0,.,.,127,87535,689,1267,106,207268,1955,4045,4,5348,1337,2567,921,1671576,1815,3840,85,497341,5851,11722,3,8679,2893,3718,14,210217,15016,25162,15,27721,1848,4546,13,5125,394,855,95,3809,40,71,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,190655,154576,1477307,10,0,35,72,140,647,0,1297,111869,11050,8172,66734,18644,1963,4661084,422,704,5860423,717,1230,102083299,1530,3261,101150505,5425,13493,13819140,7040,15045,.,.,.,.,.,.,9091,266,1388,2886,230,7207,0,.,.,.,.,.,.,.,.,66637,6460,29681,102778,28716,22044,21019,16379,103387,76117,30958,21139,2656,2108,46,23837,518,900,21,15424,734,1054,10983,4621823,421,702,4140,6221941,1503,3163,1138,1632326,1434,3310,61456,94229032,1533,3268,1377,10903898,7919,15828,313,2608263,8333,18548,1242,13850280,11152,20936,103,1471492,14286,29924,768,232560,303,515,5272,388713,74,153,123,353977,2878,6028,113,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,54723,37311,233137,6,1,12,22,66,251,2300,13,37858,3227,2167,22463,6262,403,1319154,409,716,1029947,475,852,52680102,2345,4660,46451672,7418,18523,2101316,5214,11479,.,.,.,.,.,.,2834,70,437,2733,170,2157,0,.,.,.,.,.,.,.,.,21486,3555,9983,35024,6020,4890,3937,3233,28357,23935,9041,6630,593,391,99,49914,504,837,74,30614,414,763,3054,1238626,406,706,3113,7683208,2468,4707,627,1426816,2276,4424,18723,43570078,2327,4660,1111,7652289,6888,14528,503,5178399,10295,23723,863,8072951,9355,18222,148,1917265,12954,27484,92,41576,452,727,1840,53476,29,55,0,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,146720,123049,1448736,12,1,46,76,124,300,17399,769,104810,11276,8009,57592,13799,4724,5064216,449,757,5214108,651,1104,109193144,1896,4240,93848420,6801,15937,26114678,5528,12559,.,.,.,.,.,.,9064,429,5926,1119,533,2176,451,.,.,.,.,.,.,.,.,61419,5547,28780,95746,23473,19258,16310,13629,75338,61182,20009,14810,6209,5180,163,89601,550,993,76,45407,597,1119,11037,4929208,447,750,5325,11026720,2071,4435,2063,4321488,2095,4801,50204,93844936,1869,4192,3619,31513540,8708,21169,1749,11163577,6383,14687,1355,11692062,8629,17227,863,9637769,11168,25606,180,61629,342,634,5516,213167,39,83,67,100175,1495,3716,47,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,110081,59065,565229,10,1,14,42,112,461,585,2070,75823,6783,4914,44049,9932,447,3163167,466,795,2900982,590,1051,71869793,1632,3480,42907648,4320,10606,2526582,5652,11881,.,.,.,.,.,.,6392,807,2011,6002,893,2681,1900,.,.,.,.,.,.,.,.,44003,6440,18988,69431,13524,10758,9501,7678,59296,48678,15757,11029,823,653,220,122360,556,928,42,17182,409,863,6521,3023625,464,792,4635,7622153,1644,3426,869,1340049,1542,3363,38545,62907591,1632,3491,1988,8374135,4212,9060,1311,4470552,3410,7401,1757,11089336,6312,14328,1062,5170550,4869,11147,222,95192,429,632,4225,157241,37,64,49,60204,1229,2535,34,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,105644,82795,352363,4,2,4,19,59,586,2191,0,71457,8507,5837,42979,9005,1134,4166505,490,875,5797688,993,2193,107585218,2503,5239,68715348,7631,18880,7356207,6487,14690,.,.,.,.,.,.,6915,2035,865,30,3108,907,54,.,.,.,.,.,.,.,.,42417,3319,18806,64542,15272,11784,10770,8339,57737,45288,13373,9837,1499,1093,0,0,.,.,23,13566,590,1435,8484,4152939,490,875,471,1259961,2675,5374,830,1819003,2192,4840,41678,104506254,2507,5239,3,3574,1191,2551,368,2676745,7274,17236,1804,11058280,6130,13189,162,1435821,8863,18969,396,112914,285,480,4371,179458,41,77,27,82490,3055,5053,19,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,130202,95136,448241,5,1,13,26,55,400,0,56,100003,6916,4383,52306,30129,1216,2920583,422,735,2134068,487,877,46849741,896,1689,110522868,3668,8645,5592189,4599,11607,.,.,.,.,.,.,4124,108,82,0,392,3542,2463,.,.,.,.,.,.,.,.,55621,6123,34135,95879,12897,9484,7996,5960,67294,54804,60784,31524,3155,1269,128,65744,514,847,92,38024,413,726,6696,2816815,421,732,6435,5698331,886,1680,1131,1024010,905,1830,44740,40127400,897,1688,3007,18580170,6179,14012,559,3237837,5792,13758,1102,11475754,10414,22132,254,2576398,10143,25768,265,74627,282,512,4305,118249,27,56,140,120238,859,1588,130,.,.,.,.,.,.,.,.,.,.,.,334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,119913,79026,579520,7,1,17,45,103,580,15,4360,79930,8520,5584,47950,9953,793,4230464,497,919,4000772,716,1301,91988668,1918,4006,63641718,6394,16943,4959670,6254,16989,.,.,.,.,.,.,6242,105,4353,1024,55,1729,839,.,.,.,.,.,.,.,.,44486,2616,26586,73688,19479,13522,12587,8903,76658,53423,20401,11326,1380,862,27,18818,697,1184,0,0,.,.,8493,4211646,496,919,2408,5057511,2100,4123,596,1098254,1843,4030,44946,85832903,1910,4001,369,3445251,9337,24690,134,1296334,9674,21133,1462,15435368,10558,25739,132,1198088,9076,23623,668,192419,288,480,7739,296509,38,70,144,321328,2231,4246,117,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,96693,73898,237462,3,1,1,9,66,403,69,0,68641,4865,3260,38190,18256,341,2312160,475,886,1919636,589,1099,49677883,1301,2490,124672624,6829,15094,2749965,8064,18901,.,.,.,.,.,.,4647,185,893,1157,360,3209,977,.,.,.,.,.,.,.,.,41593,694,21707,63994,9904,7311,6589,4902,51709,40109,33360,19069,578,353,173,106857,618,1082,115,62988,548,1197,4577,2142315,468,871,3096,3997915,1291,2374,1122,1417842,1264,2479,33972,44262126,1303,2500,1154,10154406,8799,18092,508,4634713,9123,20105,876,10273543,11728,23764,141,1531208,10860,20552,469,135853,290,509,3150,163047,52,65,104,144643,1391,2598,98,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
